,author_gender,author_birth_year,narrative,label
124,זכר,1989,"אחד מערבי שישי בשנת הקורונה הלכתי לבקר את חברי בבית, אך מפגש זה היה שונה מבעבר, אישתו של חבר שלי ילדה, אנחנו שלושה חברים הכי טובים שמלווין אחד את השני מגיל צעיר מאוד, הוסבר לנו ע""י אישתו של חבר שלי המארחת שרק מי שמחוסן יכול להתקרב לתינוקת, אני מחוסן אך פחדתי להתקרב לתינוק בן יומו ואמת שאני די אנטי תינוקות ואב התינוקת מחוסן, חברי השני לא היה מחוסן הוא מואד אנטי חיסונים. אבי התינוקות אחד מחברי ביקש שאשב ואחזיק את תינוקו הצעיר שרק זה טרם נולד, לי יש גישה מאוד אנטי לתינוקות ואמת שקיימת לי מחשב שלא ארצה אחד בעתיד כלל וכלל, התיישבתי ולפתע הוא פשוט שם את התינוקות על הידיים שלי, הרגשתי משותק וממש פחדתי לזוז, אך עם זאת הרשתי משהו מיוחד משהו שלא הרגשתי בעבר כאשר יצור כזה קטן מסתכל לעברי והיא הייתה כזאת חמודה, כל רגשות האנטי שהיה כלפי תינוקות נעלמו כלא היו ולא חשבתי ""זה לא כל כך נורא כמו שחשבתי "" , כן אני יודע שתינוק זה אחריות שאני פוחד ממנה לא מעט אבל אני חושב שלאחר שהחזקתי את התינוקת שלו הדעה שלי השתנתה, ולמה היא השתנתה ? לא יודע חשבתי על זה זמן רב לאחר המפגש ועדיין אין לי תשובה ברורה אבל אני יודע שאם עד היום לא היה ולו הסיכוי הקטן ביותר שהביא ילדים בעתיד הנראה לעין היום אני יודע שאני רוצה ילדים, ולא רק בגלל ההורים שלי אלה בגללי ובגלל הרצון שלי שהיו לי יום אחד ילדים.
מאוחר יותר האותו הערב ראיתי איך החבר שלי שלא מחוסן לא הרגיש בנוח והאמת שהוא בקושי החליף איתי מילה, כאשר מאוחר יותר הוא אמר לי שזה הרגע היחיד שהוא מצטער שהוא לא היה מחוסן ובאמת הרגיש מנודה כאשר אני יכלתי להחזיק את התינוקת על הידים וממנו פחדו שלא יתקרב משם היה מצורע, האמת חשבתי שלאחר חוויה שלילית כזאת כשלו הוא ילך להתחסן ולצערי דעתו התקשחה עוד באותו הערב וכמו בעסקיו המרובים הוא היה התקשח והתבצר בעמדתו.",1
125,זכר,1995,"חוויה של יום מאחד הטיולים שעשינו עם המשפחה לפיראנים אזור ספרד.
קמנו בבוקר, התארגנו ונסענו ל איפוסט. היום מטיילים בפארק איגוסטרס.
מפה בעברית שלא ממש עזרה והנחיות שקיבלנו לא ממש עזרו.
בהלוך התמזל מזלנו עם הג'יפ.
שובצנו לג'יפ עם 6 מקומות נוחים עם בולמי זעזועים דבר שהקל מאד על העליה בהמשך הדרך (הטילטולים).במהלך העליה הנהג מסביר כמה דברים בעיקר בשפתו לזוג נוסעים מקומי ומידי פעם גם מילה וחצי באנגלית וגם טיפונת בעברית הוא מסביר ומראה לנו את מוטות העץ עם הצבע הצהוב בקצה שמסמנים את השביל לאחר שנרד ונעבור את הביקתה הג'יפ הוריד אותנו בתחנה העליונה והפנה אותנו לכיוון אגם אמיתגס
הליכה של כ 50 מ' ואנחנו מול האגם.
מצאנו מקום נחמד, הוצאנו כריכים ובירה ופתחנו את הטיול בפיקניק קטן",1
126,נקבה,1995,"לאחר כמה חודשים שהנגיף הגיע לישראל, סבתא שלי נדבקה, אני והמשפחה שלי היינו אצלה כמה ימים לפני ולכן נכנסנו לבידוד. כמה דודים שלי התגלו גם כחולים וכתוצאה מכך רב המשפחה הייתה בבידוד. לא יכלנו לדאוג לעצמנו  לקניות או אפילו לקחת את הכלבה שלי לטיול, זה היה נורא מתסכל. היינו צריכים לדאוג לרשימה מסודרת של קניות כדי שקניות של פעם אחת יספיקו לנו לכמה ימים ולא נצתרך לתרתר כמה מבני המשפחה שלא היו בבידוד. זו הייתה חוויה מאוד מתסכלת בעיקר כי הבידוד יצא על ראש השנה וכל אחד חגג לבד בביתו.",1
127,נקבה,1997,"במהלך השנה האחרונה בעקבות הקורונה והשהות הארוכה בבית- בגלל בידודים או סגרים שהיו במדינה, כמו כולם, גם אני גיליתי את כישורי הבישול שקיימים בי והחלטתי שהם טעונים שיפור. החלטתי שאם כבר אני נמצאת זמן רב בבית, אני אנצל את זה לטובת למידה ושיפור יכולות הבישול והאפייה שלי. בעקבות הקורונה הזום הפך למאוד פופולרי ואמרתי לעצמי שכדאי לי לרכוש קורס אינטרנטי ולהתחיל ללמוד משהו שמעניין אותי.אחרי התלבטות קטנה החלטתי להרשם לקורס אינטרנטי של שפית מוכרת וידועה מאוד בארץ, הקורס עלה לא זול אבל הייתי שלמה ושמחה על ההחלטה שלי וכמובן מלאת תקווה שאצא ""מומחית "" לבישול.
הקורס היה מרוכז לשבוע, וכלל כל יום שיעור זום של שעתיים עם אותה המנחה.כל יום למדנו נושא אחר בעולם הבישול. ביום הראשון של הקורס התרכזנו בנושא הכי קל(לדעתי) מעולם הבישול0סלטים. למדנו על שילובים מתאימים של ירקות ופירות ותיבול בסיסי שיכול להתאים כמעט לכל סלט. קיבלנו מתכונים של סלטי בריאות, סלטים ""מאוזנים"" וסלטים ""מושחתים"" מבחינת הערך הקלורי שלהם. ביום השני של הקורס למדנו על מאפים וסוגי בצקים. למדנו את המתכונים הבסיסיים של המאפים וגם את המורכבים יותר שדורשים עבודה מורכבת עם הבצק והמתנה של כמה שעות עד לרגע שבו יהיו מוכנים.
ביום השלישי של הקורס למדנו על בשר. למדנו איך מטפלים בכל סוג של בשר, איך מכינים מרינדות שמתאימות לכל מיני סוגים של בשרים, מה צורת הבישול שמתאימה לכל סוג בשר וכמה זמן צריך לבשל כל בשר.
ביום הרביעי של הקורס למדנו על דגים. למדנו איך מפלטים דגים, איך לחתוך בצורה נכונה כל דג, איזה תיבול מתאים לכל סוג דג, וצורת בישול שמתאימה לסוגים שונים של דגים. המנחה לימדה אותנו תיבול מיוחד ומנצח שמשדרג כל מנת דג והופך אותה לטעימה ביותר ;)
ביום החמישי והאחרון של הקורס למדנו על אפיית עוגות והכנת קינוחים אישיים קלים. אני חייבת להתוודות שאפייה זה החלק שהיה הכי קשה עבורי בקורס, תמיד נמנעתי מלכין עוגות כי היה לי קשה לשים את הכמויות המדויקות שצריך. אבל אני חייבת לציין שאחרי אותו יום בקורס למדתי מספיק טיפים שגרמו לי להבין שאפייה זה לא תחום כל כך קשה בעולם הבישול, ושעם הרבה עבודה ואימונים אפשר להצליח לאפות עוגות מורכבות מאוד ולהיות גם מרוצה מהם :)
בסיום אותו שבוע הגיע יום שישי, והחלטתי שאני מבשלת באותה שבת ושמחתי שאוכל להשוויץ בכישורי בישול שרכשתי באותו שבוע. הזמנו אורחים לשבת ואני בישלתי את כל הארוחות של שישי-שבת.
ביום שישי בבוקר קמתי מוקדם והתחלתי מהקל לקשה- הכנתי דגים ברוטב אדום, דגים בתיבול עדין של שמן זית ותיבול קל, חלות טריות,בשר ברוטב פטריות, עוף עם תפוחי אדמה, בורקס בשר, רוטב פטריות, ולקניוח-עוגת גבינה פירורים,עוגת שוקולד עם 2 שכבות שוקולד ,קינוחי כוסות עם קצפת וממרח לוטוס.
האורחים באותה שבת שהתארחו אצלנו בבית שמחו ונהנו מאוד, והחמיאו הרבה על האוכל שהכנתי.
הרגשתי סיפוק שגם שימחתי אנשים שאני אוהבת וגם רכשתי מיומנויות חשובות לחיים :)",1
128,נקבה,1994,"לפני כמה חודשים הייתה לי חוויה מפחידה שלימדה אותי איך להתנהג במצבי לחץ . 
אחרי יום עבודה ארוך חזרתי הביתה וכרגיל עליתי במעלית ,יחד איתי עלתה שכנה שלי שגרה קומה לעלינו.
נכנסנו למעלית כל אחת לחצה על קומה שלה ומעלית נסעה . פתאום אנחנו שמענו רעשים ומעלית נתקע. 
לא הבנו בהתחלה מה קרה כי פתאום נעצרה קומה מתחת. בהתחלה חשבנו שהיא עצרה אולי בגלל שמישהו הזמין.אבל מהר מאוד הבנו שנתקענו במעלית. פתאום אני קולטת משהו קורה לשכנה והיא מתחילה להזיע 
צבע האור שלה השתנה וקשה לה לנשום . והיא בקול חלש אומרת לי שהיא מפחדת ממקום סגור. פה מאוד נלחצתי והנבתי שיש לה קלסטרופוביה. מהר מאוד התחלתי לחפש באינטרנט מה זה ואיך מתנהגים במצבים האלה . קודם נתתי לה לשתות מים ואחרי שראיתי שהיא קצת נרגעה לחצתי על לחצן מעלית עם פעמון וצלצלתי למוקד .ענו לי מאוד מהר למזלינו ואמרתי להם שיגיע לחלץ אותנו בדחיפות כי יש במעלית שכנה עם פחד ממקום סגור והיא לא מרגישה טוב. אחרי שסיימתי את השיחה עם מוקדנית שאמרה לי שיקח להם בין 30 ל40 דקות להגיע התחלתי לדבר עם השכנה. תוך כדי שדיברתי איתה חיפשתי באינטרנט מה יכול לעזור לי להתמודד עם המצב . פשוט מה שהייתי צריכה זה לדבר איתה ולא לעצור . באותו רגע לא מצאתי כל כך הרבה מידע באינטרנט מה בדיוק עושים במצב כזה אולי כי גם אני נבהלתי. כל פעם שהייתי שואלת איך היא זה יותר הלחיץ אותה אז פשוט זרמתי לשיחה אחרת התחלתי לשאול אם יש לה ילדים או נכדים . ופה היא יותר נפתחה כי מאוד אהבה את הנכד שלה וכל הזמן דיברה עליו וביקשתי ממנה להראות לי את התמונה ככה שזמן עוד קצת עבר . כל דקה במעלית זה היה נצח ולא נגמר . אחרי 25 דקות היגיע תכנאי מעליות ואמר לנו שהכל בסדר ותוך כמה דקות אנחנו נהיה בחוץ . ובאמת תוך 5 דקות היינו בחוץ. אמרנו תודה לטכנאי וכל אחת הימשיכה לבית שלה. אחרי שהגעתי הביתה שתיתי מים וישר נכנסתי לאינטרנט לראות מה זה מחלה הזאת ואיך אפשר להתמודד איתה והיה המון מידע וקראתי את הפרטים . לקח לי זמן עד שבאמת עיכלתי את מה שהיה וכל פעם שהייתי נכנסת למעלית ושומעת רעש קטן ישר היה עולה לי המקרה . השכנה שלי מאז יורדת ועולה רק במדרגות ולא מוכנה לעלות שוב למעלית . מקווה רק שזמן יעשה את שלו והיא תמשיך לעלות למעלית כמו פעם.",1
129,זכר,1995,"אחרי 7 שנים החלטתי והרגשתי שהגיע הזמן למסד את הקשר עם בת הזוג שלי ולהציע נישואין.
זה קרה בספטמבר 2020 ידעתי פחות או יותר איפה אני רוצה להציע נישואין (חוף הים), ידעתי שבת הזוג שלי רוצה משהו אישי (לא המוני) ואז התחלתי לארגן את האירוע. 
ידעתי שאני יכול לסמוך על גיסתי בעיניים עצומות והייתי בטוח שגם היא קיבלה כל מיני דגשים ופרטים חשובים – ואכן צדקתי! היא הייתה בדיוק הכתובת הנכונה לעזור לי בלהפיק את כל האירוע הזה. התחלתי ברכישת הטבעת בבורסת היהלומים שנמצאת במרמת גן.היה לי מאוד חשוב להפתיע את בת הזוג שלי, לכן התחלנו לחשוב איך נוכל להביא את בת הזוג שלי לים מבלי שתחשוד שמדובר בהצעת נישואין.
בת זוגתי עובדת בין היתר כ-צלמת ומפיקה ימי צילום לחברות שונות.
אני וגיסתי חשבנו שנוכל להפתיע אותה על ידי כך שנדמה יום צילום לחברה מסוימת בים וכך היא לא תחשוד בכלום. לחברה של גיסתי היו זוג חברים בעלי חברת תבלינים. תיאמנו מולם שהם יתקשרו לבת הזוג שלי ויבקשו ולקבוע יום צילום בים לחברת התבלינים שבבעלותם. התיאום היה יחסית קשה כי לבת זוגתי היה תכנון ביום שנקבע אבל לאחר שיכנועים מצד החברים של גיסתי הצלחנו לגרום לה להזיז את התוכניות שהיו לאותו יום.
בין היתר, תיאמתי עם חברת הפקות לשכור ציוד לאותו יום על מנת לעצב שביל, פרחים ונרות בחוף הים.
הכל התבצע כמתוכנן. הגענו למיקום בחוף הים עיצבנו את המקום והכנו את כל הדברים. בת הזוג שלי הגיעה כאשר היא בטוחה שהיא מגיעה לעוד יום עבודה של צילומים בחוף הים. בתחילה, הסתבכה מעט בהגעה למיקום המדויק ולא ידענו איך להכווין אותה למקום מבלי שתחשוד. כאשר התקרבה למיקום בחוף שלחנו מישהו בחוף שיציג את עצמו , יזדהה כחלק מיום הצילומים וילווה אותה עד שתגיע למיקום.
ברגע שהיא הגיעה לקח לה כמה שניות לעכל את הסיטואציה אך ברגע שעיכלה התחילה לבכות מהתרגשות. החוויה הייתה עוצמתית מאוד כאשר צעדנו וכרעתי ברך מול השקיעה. הצטלמנו המון לתיעוד הרגע ולבסוף הכל הצליח.",1
130,נקבה,1983,"השנה לא הייתה לנו חופשה אמיתית, חווינו סגרים, עבודה מהבית ולמידה מקוונת. למרות זאת, גם השנה חיפשנו ומצאנו הזדמנויות לבלות וליהנות מהחיים. לדוגמה, העברנו יום נפלא בירושלים עם התינוק שלנו, בן חצי שנה. יצאנו לכיוון ירושלים בסביבות 12, ואחרי נסיעה של כמעט שעה הגענו לחניון שליד טחנת הרוח של מונטיפיורי. מהחניון אפשר לרדת במדרגות ולהיכנס למשכנות שאננים. מאז שעליתי לארץ המקום הזה הוא הכי אהוב עליי והכי יפה בעיניי מכל מקום אחר שראיתי בישראל. גם הפעם נהנינו מאוד מהשקט ומהיופי של הרחובות ושל הבתים של השכונה, שכבנו על הדשא ושיחקנו עם הקטן שלנו, אכלנו סנדוויצ’ים שהביאנו איתנו מהבית, דיברנו וצחקנו, ופשוט נהנינו מהנוף, ממזג האוויר ומלהיות ביחד. 
אחרי כשעתיים במשכנות שאננים ירדנו לטדי פארק, ועשינו כמה סיבובים עם העגלה. מזג האביר היה מאוד מתאים לטיולים ארוכים, היה נעים ואוורירי. הבן שלנו ישן בעגלה כמו מלאך קטן, לא היה לו חם ולא קר. ואנחנו, בזמן שהוא ישן, יכולנו קצת ליהנות מהשקט והרוגע של הפארק. יש שם מלא מסלולים שקטים וירוקים, וגם רואים משם את העיר העתיקה. כך הסתובבנו כשעה, ואחרי שהבן שלנו התעורר הגיע זמן לאכול משהו. לצורך זה עלינו לממילא.
ממילא - זה גם מקום שאני אוהבת בירושלים, יש שם הרבה מסעדות טובות, חנויות, ובתי קפה, אפשר לשבת גם בחוץ ולשתות כוס קפה טעים עם נוף יפה, או לאכול משהו, או פשוט להסתובב בין החנויות. אנחנו בחרנו אחד מבתי הקפה, עשינו הזמנה וישבנו בחוץ. מהשולחן שלנו ראינו גם את טחנת הרוח של מונטיפיורי, גם משכנות שאננים, וגם פארק טדי. אכלנו, שתינו קפה וצפינו בשקיעת השמש. 
ברגע שגמרנו היה כבר חשוך. עשינו את כל הדרך שלנו חזרה עד לאוטו שלנו, ויצאנו לכיוון הבית. התינוק שלנו ישר נרדם באוטו, וישן כל הדרך. במהלך הנסיעה דיברנו על הטיול שלנו ועל התוכניות שלנו לטיולים הבאים, גם בארץ וגם בחו״ל.
זה היה יום נפלא ויהיו לנו עוד הרבה הרבה ימים כאלה, שכולנו ביחד, שמחים, ומאושרים.",1
131,זכר,1999,"שבוע שעבר העליתי באופן ספונטני רעיון לנסוע עם משפחתי לנופש. לאחר התלבטויות לאן לנסוע החלטנו שאנחנו נוסעים לאילת והכל היה מעכשיו לעכשיו כך שלא נשאר לנו כמעט זמן להתארגן. בשנה האחרונה רוב הזמן ביליתי בבית בלי יציאות מיוחדות או נופשים או בילוי עם המשפחה לכן לאחר החיסונים ולאחר שפתחו את כל המקומות היה בי דחף לנסוע ולנוח בשביל הנפש. לאחר התארגנות שיא התחלנו נסיעה לאילת יצאנו מוקדם בבוקר כדי להגיע מוקדם לפני שיהיו הרבה אנשים על הכבישים ויקשה על הנסיעה. בדרך כלל אני מגיע לאילת בחודשי יולי אוגוסט והפעם בגלל שזה היה ספונטני גם חשבנו שלא יהיו כל כך הרבה אנשים והמזג אוויר כמובן יהיה יותר נעים. בזמן הנסיעה והכניסה למדבר ועם ההתקרבות יותר ויותר ליעד נכנסו לתוך סופות חול נוראיות שהיה נורא קשה לנהוג בהם. בנוסף, תכננו לעצור לאכול ארוחת בוקר ביטבתה אבל אפילו לא יכולנו לצאת מהרכב בעצירה, היו רוחות חזקות והכל היה מלא בחול, היה נורא קשה לנשום וברגע שיצאנו מהרכב לכמה דקות נורא מהר כבר התחרטנו וחזרנו לרכבים להמשך הנסיעה, וזה הרגע היחידי מזה הרבה זמן שבירכתי שקיימת המסכה. לאחר 4 שעות נסיעה שלא רואים כלום בדרך, הגענו לאילת למלון שהזמנו. המזג אוויר היה מוזר מאוד, חם מאוד אבל גם רוח קרה והרבה חול. לשמחתנו כשהגענו לאילת החול מהמדבר כנראה לא מגיע לשם והיה אפשר להיות מחוץ למקום סגור והמזג אוויר לא הפריע לנו לעשות את מה שתכננו. המלון שהגענו אליו היה מצוין, בריכות, מגרשי כדורגל, מיטות שיזוף וכל מה שלא ראיתי הרבה זמן, וממש גרם לתחושת שחרור וחופש. אחרי שקיבלו אותנו בקבלה התחלנו להיזכר שאנחנו עדיין נמצאים בתקופת קורונה, המון אנשים יושבים ומחכים לתורם, דלפקים מרוחקים אחד מהשני, כולם עם מסכות בחום הזה וכמובן הכי חשוב כולנו צריכים להיות עם תו ירוק ולהציג אותו למלון, אך ההצגה לא הייתה מספיקה והיינו צריכים לשלוח אותו למייל מרוכז של המלון כדי שיאשרו זאת וזה הקשה על כל התהליך וממש מרגישים שהמלונות לא הספיקו להתארגן לכמות כזו של אנשים וההתנהלות הייתה גרועה בלשון המעטה. לאחר זמן המתנה של כ-3 שעות קיבלנו את החדרים והופתענו לגלות עד כמה נקי ומסודר ואכן עלו על ציפיותינו מבחינת ימי הקורונה. וכאן בעצם התחילה החופשה שלנו שעברה נורא מהר, טיילנו, עשינו המון קניות, אכלנו, נחנו, השתזפנו והכי חשוב נהנינו. הנסיעה שלנו לאילת הייתה אומנם לשלושה ימים אבל בגלל שהיה לנו לו״ז צפוף לכל יום על מנת שנוכל לנצל את הזמן שלנו כמו שצריך, אכן עשינו זאת והספקנו לבקר במלא מקומות והרגשנו שהטיול היה הרבה יותר משלושה ימים.",1
132,זכר,1996,"חוויה שהייתה לי בשנה האחרונה התחילה בכך שהתקבלתי לעבודה חדשה בתחום הענן לאחר שחבר שלי עזר לי, לאחר כחודש וחצי שעבדתי בדיוק הממשלה החליטה בהקלה שהגבלות והחברה החליטה לעשות מסיבה לעובדים בסורא מארה בתל אביב.
כמה שעות לאחר המסיבה הייתי אמור לרדת לאילת עם המשפחה שלי עם האוטו שלי.
החלטנו שאני אנהג למסיבה וחבר שלי ישתה, בדרך לאסוף את החבר התקשר אלי חבר אחר וכשגילה שאני נוהג כעס עלי ואמר שחבל, נשברתי ללחציו והחלטנו שניקח מונית ונשתה, אמרתי שנשתה קצת כי יש לי עוד את הנסיעה לאילת על הראש.
בכל אופן המסיבה התחילה והייתה אווירה נהדרת, אלכוהול בחינם כל הערב ולכן כולם שתו בכמויות והרימו המון צייסרים, כולם השתכרו מהמנכל של החברה עד אחרון העובדים.
גם אני שתיתי קצת והכרתי הרבה אנשים בחברה והיה כיף מאוד, הוגש אוכל טעים בין לבין.
לקראת הסוף אנשים היו שיכורים מאוד ואדם בכיר בחברה בשם אודי אף הקיא, אבל שוב הכל היה באווירה טובה.
2 בנות שונות מהחברה פלירטטו איתי במהלך המסיבה אבל אני נאמן לחברה שלי.
בסוף המסיבה מעיין מהמשאבי אנוש הביאה לנו מארז שי לחג הפסח, בנוסף לכרטיס מתנה בשווי 500 שקלים כך שהיה שווה להגיע למסיבה.
בשעה 12 הזמנו מונית, 12 וחצי הגעתי הביתה סידרתי תיק עד 1:30 לפנות בוקר והלכתי לישון, ב15:30 כבר התעוררתי ויצאה לדרך הנסיעה הכי קשה בחיי, העיניים שלי שרפו במהלך כל הנסיעה לאילת ופחדתי נורא להירדם בדרך אבל הייתי מרוכז ובמצפה רמון התחלפתי עם אבא שלי והלכתי לישון באוטו ל45 דק, קמתי כמו חדש.
באילת הגענו למלון הלגונה הכל כלול כאשר להורים שלי הייתה הזמנה של זוג ובשביל שאני גם אשן שם היו צריכים להוסיף 700 שקל, דבר שהצלחנו למנוע שכן המלון גיסי דיבר עם הקבלה והצליח לשכנע אותם.
באילת חיכתה לי כבר חברה שלי שירדה יום לפני עם חברות שלה, ביום הראשון ביליתי איתה קצת ועם חברות שלה, וביום השני היא הייתה עם איתי והמשפחה שלי.
כל המשפחה של גיסי וחברים שלהם היו במלון וסך הכל היינו 40 אנשים.
עשינו את הסדר של פסח בבית המלון והיה המוני מידי, קריאת ההגדה של פסח הייתה קשה אבל האוכל היה טעים.
בנוסף קניתי לעצמי כמה בגדים חדשים, סך הכל היה סופש ארוך מעולה שכלל מסיבת חברה וחופשה באילת וחזרתי עם כוחות מחודשים.",1
133,זכר,1995,"לאחר תקופה רבה שחיפשתי רכב חדש שיענה על הצרכים והדרישות שלי ובעיקר לקראת תכנון שלי ושל אשתי להרחבת המשפחה. יצאתי למסע חיפושים נרחב הכלל בדיקות רבות של רכבים מסוגים שונים המלצות שונות ומשונות, חוות דעת מחברים משפחה ומומחים עד להחלטה בדיוק איזה סוג רכב לחפש ובאיזה עסקה להשקיע את מיטב כספנו בשלב זה בראש שקט ובטוח.
הרכב אותו החלטנו לחפש ולרכוש הוא רנו פלואנס, דיזל בלבד שנת 2016 והדגש החשוב ביותר אותו שמנו בחיפוש הוא קילומטר ויד נמוכים. אז אחרי ימים מורטי עצבים, נסיעות רבות ברחבי הארץ למגוון רכבים שכמעט כולם לא תאמו לפרסום שמשך אותנו מסיבות כאלה ואחרות. נמצא הרכב המיוחל במרגש לרחבי ליסינג פרטי בעיקר נתניה. בדיוק הרכב שרצינו בצבע הנכון בנתונים הנכונים ועם תחושה שזו העסקה הנכונה. לאחר דין ודברים רבים סביב המחיר בעיקר מול בעל הרכב ולאחר שנמצאו בבדיקת הרכב מס' ליקויים שעלותם אינה נמוכה וחייב לטפל בהם כבר בשלב זה הוחלט לסגור עסקה עם התחייבות מצד בעל הרכב לתקן את כל הליקויים שנמצאו ברכב תמורת המחיר המקורי אותו דרש. לאחר חישוב עלות התיקונים, החלטנו אני ואשתי שאכן משתלם הדבר ובאותו היום נסגרה עסקה שמחה ומרגיעה שסגרה ימים רבים של ייאוש וחוסר סבלנות.
רק שלא ידענו שבאותו היום גם סגרנו 'עסקה' לשבעה חודשים מורטי עצבים תסכול רב וחוסר עונים מול בעל רכב שהתחייב לבצע תיקונים וטיפולים ופשוט החל לסנן, להיעלם, למרוח את הזמן ואת התשובות במגוון תירוצים יצירתיים. בהתחלה הקורונה הייתה הסיבה, הסגרים, חוסר בכח אדם במוסכים ובכך שהמון חלקי חילוף פשוט לא מגיעים ובהמשך זה פשוט היה חוסר יחס, לא עונה או חוזר לשיחות ופשוט משאיר אותנו במקום לא נעים עם תקלות רבות שמחמירות והתלבטות רבה מה ניתן לעשות. החלטנו שהעלות התיקונים רבה, ואנחנו לא מוכנים לספוג הוצאה נוספת כזו ולהיאחז בחוזה וזיכרון הדברים שהיה שמור אצלנו ופנינו לעורך דין לבקשת סיוע וייצוג. לאחר שבוע של משא ומתן, מכתב התראה לתביעה ומס' שיחות של עורך הדין מול בעל הרכב, בעל המגרש ומחלקת התביעות שלהם. זכינו ליחס המיוחל ולשיחת טלפון מודאגת 'מה קורה איתנו! מתי נבוא לטפל?'. ובאמת  למרות חוסר הנעימות ותחושה שכמעט נפלנו בפח דברים באו על מקומם. הרכב נכנס למוסך עבר תיקון וטיפול לכל הליקויים בדיוק בהתאם לחוזה שנסגר ולאחר חודשים רבים יכולנו לסכם שסוף סוף סיימנו את רכישת הרכב שכל כך רצינו. ואנו נושאים תקווה שעסקאות דומות יעברו בשלום לזוגות נוספים ואף אחד לא ייפול בפח מול אנשים רמאים ויגיע למקומות לא נעימים.",1
134,זכר,1991,"אני רוצה לספר לכם על חוויה שקרתה בחודשי הקיץ.  
בשישי בבוקר נסעתי עם כל משפחתי לטיול  לכנרת . 
התחלנו את היום בשחייה בכנרת והמשך שיחקנו גם קצת בכדור. 
ראינו ספינות טיולים ומפרשיות רבות. 
בצהריים עשינו פיקניק, בפיקניק אכלתי אוכל שאני אוהב במיוחד , 
אחותי הקטנה שרה שיר שלמדה בגן ואני סיפרתי בדיחות. אבא ואימא צחקו וכולנו נהינו. 
כשהיום נגמר לא רציתי לחזור הביתה, אני מאוד אוהב לנסוע עם כל המשפחה לטיול, 
אני ממליץ על הכנרת מכיוון שזה מקום יפה, המים בכנרת מתוקים כיף לשהות שעות ארוכות בתוך המים ולצוף.",1
135,נקבה,2002,"לפני כמה שנים, יצאתי מבית הספר לכיוון תחנת האוטובוס כדי לנסוע הביתה. חברה שלי שהיו לה אופניים חשמליים הציעה להסיע אותי. צורת ההסעה הייתה די מסוכנת - ישבתי על המתכת של האופניים לפניה בצורה שלא הייתה גם כל כך נוחה אבל בדרך זו ההגעה הביתה לוקחת 10 דקות שזה הרבה פחות מאשר נסיעה באוטובוס. זאת לא הייתה הפעם הראשונה שעשיתי את זה, לכן לא פחדתי בכלל מהדבר.
התחלנו לנסוע במרכז שביל המיועד לנסיעה, ופתאום הכידון של האופניים שלה נתקע לצד ימין. בהתחלה לא הבנתי מה קורה ולמה היא לא מאטה אבל סמכתי עליה. במהירות האופניים התנגשו בפח שהיה בצד השביל ושתינו נפלנו. לא הבנתי מה קורה ונכנסתי להיסטריה - היד מאוד כאבה לי ובראשי הרצתי תרחישים שהיו קורים לנו אם היינו מתקדמות עוד כמה מטרים קדימה וצריכות לחצות כביש.
היא בינתיים הייתה די רגועה ונהגה די בשקילות - התקשרה לאמה שתבוא לקחת את האופניים ואותה ולא נכנסה ללחץ כמוני.
בזמן הזה, התקשרתי לחברה שנסעה באוטובוס והיא ירדה ממנו ובאה לעזור לי. ידעתי שאני לא רוצה לספר על מה שקרה להוריי כי הם לא אהבו את זה שהייתי לפעמים רוכבת על האופניים.
הלכתי הביתה, לא סיפרתי דבר להוריי ופשוט המשכתי בחיים כרגיל למרות שהיד מאוד כאבה לי מהנפילה.
אחר הצהריים, היה לי שיעור בקבוצת למידה בה הייתי. במהלך השיעור, מעבר לזה שהיה לי קשה להתרכז במה שנלמד כי הייתי בסערת רגשות, פשוט לא הצלחתי לכתוב כי היד שנפלתי עליה הייתה יד ימין וזו היד החזקה שלי.
שוב פרצתי בבכי בזמן השיעור. הרגשתי שאני לא יכולה ללמוד אז פשוט יצאתי החוצה והתקשרתי להורים. סיפרתי להם על הנפילה, שלא היינו עם קסדות ושמאוד כואבת לי היד. הם צעקו עליי ונזפו בי אבל בתוכי למדתי כבר את הלקח - שלא אעלה על אופניים חשמליים בחיים! ואם כן אז בטח שלא בלי קסדה ועם חברה שאפילו רישיון אין לה.
בסופו של דבר אמא שלי לקחה אותי לביקור רופא, שם גילינו ששברתי את היד. אני עדיין שמחה שזה הסתכם בזה ולא במשהו יותר חמור.",1
